text,wherestudent,whereadmin,whereprof,whereperson,wherebuild,whereclassroom,classesprofessor,subjectprofessors,studenttutor,grouptutor,classroomoccupied,groupstudents,groupclasses,groupclassroom,careergroups,careercoord,time
Who oversees the Cybersecurity program as the coordinator?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Could you give me the details of the Data Engineering career coordinator?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What classes is Data 4A taking this semester?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Can you tell me the schedule for the Robotics 2F group?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I need to know the subjects for Cybersecurity 3B.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What courses are on the timetable for Embedded 1C?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Could you list the classes for the Immersion 1D group?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Which subjects does Data 6B have this quarter?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I'm looking for the class schedule of Robotics 5A.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Show me the course lineup for Embedded Systems 4G.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What's on the agenda for Cybersecurity 2E this term?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Need information on the subjects taken by Data 3H.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What are the current courses for the Immersion 2F group?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tell me about the classes Robotics 1J has this week.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I want to see the course details for Embedded 7E.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Where is the classroom for the Data 6B group?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Which room is Robotics 3F using for their classes?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Can you find the location of Embedded Systems 2A's classroom?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I need to know where the Cybersecurity 4C group meets.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tell me the classroom for Immersion 1D.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
What's the room number for Data Engineering 5G's lectures?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Locate the class venue for Robotics 7H.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Find the classroom for Embedded 2B.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Where does Cybersecurity 1E have their sessions?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I'm looking for the room assignment of Data 3J.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Identify the class location for Immersion 6F.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Which classroom is being used by Robotics 4K?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Where should I go for the Embedded 5D class?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
